t,Steps,Event,idx,TFSI,TFSI-flip,EC,EC-flip,Li,Li-flip,TFSI-2,TFSI-2-flip,EC-2,EC-2-flip,Li-2,Li-2-flip,dx,dy,dz,dr,d,fast,system
1836.0,1224,4,96.0,0.0,2,4.0,117,0.0,0,1.0,122,1.0,170,0.0,0,-1.04,0.68,-0.91,1.54,286.67,0.0,B6T1
1836.0,1224,4,97.0,2.0,81,2.0,10,0.0,0,5.0,152,0.0,162,0.0,46,-0.89,-2.92,0.23,3.06,278.48,1.0,B6T1
1836.0,1224,4,98.0,3.0,23,1.0,25,0.0,0,3.0,64,0.0,83,0.0,2,-1.92,-1.16,3.99,4.58,315.26,1.0,B6T1
1836.0,1224,4,99.0,3.0,101,2.0,49,0.0,0,3.0,179,1.0,140,0.0,12,0.48,1.16,-0.89,1.54,318.91,0.0,B6T1
1836.0,1224,4,100.0,1.0,39,3.0,77,0.0,24,1.0,84,2.0,200,1.0,80,1.25,-0.58,0.02,1.38,307.88,0.0,B6T1
2295.0,1530,5,1.0,2.0,70,2.0,32,0.0,0,1.0,171,0.0,66,0.0,0,0.68,-2.87,0.22,2.96,301.43,0.0,B6T1
2295.0,1530,5,2.0,1.0,69,3.0,13,0.0,0,4.0,187,1.0,70,1.0,77,1.04,2.78,-0.3,2.98,313.05,0.0,B6T1
2295.0,1530,5,3.0,1.0,74,3.0,46,0.0,2,2.0,169,0.0,135,0.0,72,0.94,-3.41,1.48,3.83,289.86,1.0,B6T1
2295.0,1530,5,4.0,2.0,40,2.0,4,0.0,0,3.0,173,0.0,38,0.0,4,-0.5,3.34,0.18,3.38,286.82,1.0,B6T1
2295.0,1530,5,5.0,1.0,5,3.0,54,0.0,0,1.0,88,0.0,156,0.0,0,-6.52,5.03,3.13,8.81,275.0,1.0,B6T1
2295.0,1530,5,6.0,2.0,12,2.0,12,0.0,0,2.0,45,0.0,116,0.0,4,-1.63,-1.41,-0.05,2.16,311.31,0.0,B6T1
2295.0,1530,5,7.0,0.0,2,5.0,44,0.0,0,0.0,84,1.0,113,0.0,0,-1.79,1.07,-0.77,2.22,272.14,0.0,B6T1
2295.0,1530,5,8.0,2.0,98,3.0,21,0.0,2,2.0,180,0.0,99,0.0,45,-1.1,1.13,-1.6,2.25,293.37,0.0,B6T1
2295.0,1530,5,9.0,0.0,13,4.0,16,0.0,0,0.0,103,0.0,26,0.0,4,-1.62,-0.46,0.69,1.82,298.22,0.0,B6T1
2295.0,1530,5,10.0,0.0,4,5.0,75,0.0,0,0.0,60,0.0,141,0.0,0,-1.57,-2.82,-0.65,3.29,304.72,1.0,B6T1
2295.0,1530,5,11.0,1.0,39,3.0,80,0.0,0,2.0,103,1.0,152,0.0,64,-0.73,-1.33,2.57,2.98,304.63,0.0,B6T1
2295.0,1530,5,12.0,1.0,47,3.0,27,0.0,2,2.0,159,1.0,149,1.0,124,-0.77,1.75,-3.31,3.82,322.16,1.0,B6T1
2295.0,1530,5,13.0,0.0,0,4.0,68,0.0,0,2.0,68,1.0,185,0.0,0,-0.41,2.72,-0.11,2.75,341.08,0.0,B6T1
2295.0,1530,5,14.0,3.0,65,1.0,23,0.0,2,2.0,182,0.0,153,0.0,87,1.17,-3.41,-0.96,3.73,289.98,1.0,B6T1
2295.0,1530,5,15.0,0.0,69,3.0,35,0.0,0,1.0,170,2.0,111,1.0,9,1.23,1.73,1.05,2.37,291.51,0.0,B6T1
2295.0,1530,5,16.0,1.0,49,3.0,37,0.0,0,2.0,116,1.0,74,0.0,0,0.49,-0.05,0.12,0.51,304.72,0.0,B6T1
2295.0,1530,5,17.0,2.0,63,3.0,44,0.0,0,2.0,105,0.0,116,0.0,10,-0.48,-0.83,-2.63,2.8,316.49,0.0,B6T1
2295.0,1530,5,18.0,0.0,10,4.0,30,0.0,0,0.0,122,0.0,75,0.0,0,0.88,-0.12,1.05,1.38,310.4,0.0,B6T1
2295.0,1530,5,19.0,2.0,16,2.0,58,0.0,0,2.0,71,1.0,116,0.0,0,-1.27,0.2,1.28,1.81,296.04,0.0,B6T1
2295.0,1530,5,20.0,3.0,60,1.0,0,0.0,0,3.0,110,1.0,59,0.0,8,0.53,-2.27,0.5,2.38,289.05,0.0,B6T1
2295.0,1530,5,21.0,2.0,107,3.0,43,0.0,0,2.0,151,0.0,70,0.0,0,-0.43,0.24,2.69,2.73,295.54,0.0,B6T1
2295.0,1530,5,22.0,3.0,108,1.0,6,0.0,0,4.0,108,0.0,105,1.0,9,-0.59,-2.78,1.77,3.35,290.56,1.0,B6T1
2295.0,1530,5,23.0,3.0,93,1.0,0,0.0,0,4.0,106,0.0,6,0.0,0,-0.19,2.85,1.69,3.32,300.93,1.0,B6T1
2295.0,1530,5,24.0,1.0,39,3.0,23,0.0,0,2.0,174,1.0,106,0.0,20,-1.09,-2.07,0.51,2.39,286.6,0.0,B6T1
2295.0,1530,5,25.0,1.0,37,3.0,3,0.0,0,3.0,163,0.0,2,0.0,0,-1.63,-0.34,-0.42,1.72,283.22,0.0,B6T1
2295.0,1530,5,26.0,2.0,90,3.0,81,0.0,10,3.0,140,1.0,165,1.0,94,-0.65,-0.46,0.98,1.26,300.53,0.0,B6T1
2295.0,1530,5,27.0,4.0,34,0.0,8,0.0,0,4.0,26,1.0,79,0.0,0,-2.38,-0.52,0.31,2.46,345.4,0.0,B6T1
2295.0,1530,5,28.0,4.0,107,1.0,9,0.0,0,3.0,146,0.0,116,0.0,88,2.55,-0.63,0.45,2.66,293.41,0.0,B6T1
2295.0,1530,5,29.0,2.0,53,2.0,20,0.0,0,2.0,108,0.0,87,0.0,0,0.22,-0.48,0.24,0.58,309.02,0.0,B6T1
2295.0,1530,5,30.0,3.0,54,1.0,10,0.0,0,3.0,79,0.0,50,0.0,0,-1.08,1.56,-1.06,2.17,333.87,0.0,B6T1
2295.0,1530,5,31.0,2.0,52,2.0,10,0.0,0,2.0,117,0.0,73,0.0,16,-0.93,-1.56,-1.88,2.61,320.25,0.0,B6T1
2295.0,1530,5,32.0,2.0,106,2.0,4,0.0,0,3.0,122,0.0,28,0.0,0,2.21,-2.33,-0.57,3.26,310.14,1.0,B6T1
2295.0,1530,5,33.0,0.0,0,5.0,72,0.0,0,0.0,10,1.0,165,0.0,0,-0.25,0.79,-1.06,1.35,279.21,0.0,B6T1
2295.0,1530,5,34.0,2.0,46,2.0,0,0.0,0,2.0,153,0.0,44,0.0,0,0.15,1.09,-0.63,1.27,290.8,0.0,B6T1
2295.0,1530,5,35.0,1.0,65,3.0,22,0.0,0,3.0,127,0.0,91,0.0,0,1.15,1.8,1.01,2.36,292.71,0.0,B6T1
2295.0,1530,5,36.0,0.0,4,4.0,52,0.0,0,0.0,128,0.0,162,0.0,0,-1.03,-1.43,1.47,2.29,258.18,0.0,B6T1
2295.0,1530,5,37.0,2.0,28,2.0,35,0.0,0,2.0,87,0.0,151,0.0,28,1.85,3.08,-0.04,3.59,288.57,1.0,B6T1
2295.0,1530,5,38.0,1.0,11,3.0,56,0.0,0,2.0,91,0.0,114,0.0,0,-2.08,-1.7,-1.31,2.99,312.82,0.0,B6T1
2295.0,1530,5,39.0,3.0,141,1.0,1,0.0,124,7.0,157,0.0,12,1.0,134,1.05,-1.59,-0.02,1.91,305.93,0.0,B6T1
2295.0,1530,5,40.0,2.0,91,3.0,36,0.0,0,2.0,149,0.0,89,0.0,12,-0.87,-1.84,-1.73,2.67,331.0,0.0,B6T1
2295.0,1530,5,41.0,3.0,28,1.0,0,0.0,0,3.0,94,0.0,51,0.0,39,-0.96,0.6,-1.52,1.9,305.96,0.0,B6T1
2295.0,1530,5,42.0,3.0,116,1.0,2,0.0,0,4.0,145,1.0,85,0.0,14,1.61,-0.89,2.51,3.11,319.58,1.0,B6T1
2295.0,1530,5,43.0,3.0,76,1.0,0,0.0,0,4.0,98,0.0,61,0.0,30,-1.59,0.09,-1.38,2.11,280.86,0.0,B6T1
2295.0,1530,5,44.0,1.0,79,3.0,58,0.0,0,1.0,124,0.0,114,0.0,0,0.52,-0.8,-0.04,0.95,296.34,0.0,B6T1
2295.0,1530,5,45.0,5.0,104,0.0,94,0.0,124,6.0,108,1.0,124,1.0,143,-0.12,-1.56,2.6,3.03,330.75,1.0,B6T1
2295.0,1530,5,46.0,4.0,91,1.0,10,0.0,0,4.0,85,3.0,148,1.0,41,2.84,1.03,-0.45,3.05,310.87,1.0,B6T1
2295.0,1530,5,47.0,0.0,69,4.0,37,0.0,0,0.0,142,0.0,123,0.0,2,0.47,-0.88,-0.01,1.0,310.63,0.0,B6T1
2295.0,1530,5,48.0,1.0,95,3.0,31,0.0,0,1.0,150,1.0,125,0.0,4,2.71,1.82,0.28,3.28,317.68,1.0,B6T1
2295.0,1530,5,49.0,2.0,87,2.0,19,0.0,0,3.0,151,0.0,39,0.0,2,-0.08,0.2,0.4,0.45,279.5,0.0,B6T1
2295.0,1530,5,50.0,2.0,21,2.0,20,0.0,0,2.0,22,1.0,154,0.0,0,-1.14,-0.34,2.81,3.05,287.31,1.0,B6T1
2295.0,1530,5,51.0,1.0,56,3.0,17,0.0,0,2.0,107,1.0,46,0.0,0,-4.18,0.17,-0.19,4.19,333.95,1.0,B6T1
2295.0,1530,5,52.0,0.0,16,4.0,45,0.0,0,0.0,170,0.0,160,0.0,20,-0.83,-0.83,1.71,2.07,284.9,0.0,B6T1
2295.0,1530,5,53.0,2.0,90,2.0,0,0.0,0,3.0,161,0.0,38,0.0,8,3.61,-1.19,2.5,4.55,339.41,1.0,B6T1
2295.0,1530,5,54.0,1.0,74,3.0,52,0.0,0,1.0,140,1.0,147,0.0,64,-0.16,0.23,0.07,0.29,316.85,0.0,B6T1
2295.0,1530,5,55.0,1.0,58,3.0,45,0.0,0,2.0,117,2.0,169,0.0,36,0.82,-0.9,-2.59,2.86,320.07,0.0,B6T1
2295.0,1530,5,56.0,0.0,43,3.0,7,0.0,0,1.0,150,1.0,139,0.0,86,1.57,-2.44,0.05,2.9,317.88,0.0,B6T1
2295.0,1530,5,57.0,1.0,39,3.0,14,0.0,0,1.0,186,0.0,39,0.0,60,-3.79,0.06,0.95,3.91,316.48,1.0,B6T1
2295.0,1530,5,58.0,0.0,0,4.0,6,0.0,0,0.0,22,0.0,18,0.0,0,0.8,1.6,-0.35,1.82,264.54,0.0,B6T1
2295.0,1530,5,59.0,0.0,4,4.0,62,0.0,0,0.0,31,2.0,159,0.0,18,1.08,-0.3,-1.54,1.9,306.19,0.0,B6T1
2295.0,1530,5,60.0,0.0,58,3.0,65,0.0,0,0.0,116,2.0,140,0.0,14,0.55,-0.48,-2.52,2.62,306.3,0.0,B6T1
2295.0,1530,5,61.0,2.0,84,2.0,41,0.0,0,4.0,161,1.0,137,0.0,70,-0.68,2.48,-1.15,2.82,308.3,0.0,B6T1
2295.0,1530,5,62.0,1.0,94,3.0,21,0.0,0,2.0,137,1.0,138,0.0,0,-1.01,-0.9,-0.93,1.64,321.55,0.0,B6T1
2295.0,1530,5,63.0,1.0,39,3.0,16,0.0,0,1.0,121,0.0,41,0.0,0,0.26,-0.45,-1.14,1.25,267.42,0.0,B6T1
2295.0,1530,5,64.0,2.0,64,2.0,8,0.0,0,2.0,203,0.0,18,0.0,93,1.84,0.86,-1.13,2.32,306.29,0.0,B6T1
2295.0,1530,5,65.0,1.0,105,3.0,20,0.0,0,1.0,173,2.0,112,0.0,81,2.05,1.97,0.61,2.91,324.79,0.0,B6T1
2295.0,1530,5,66.0,1.0,34,2.0,33,0.0,0,2.0,146,1.0,83,0.0,10,1.23,-0.09,0.57,1.36,323.47,0.0,B6T1
2295.0,1530,5,67.0,0.0,4,4.0,4,0.0,0,1.0,131,0.0,24,0.0,0,1.46,1.08,0.32,1.84,265.72,0.0,B6T1
2295.0,1530,5,68.0,1.0,38,3.0,9,0.0,0,2.0,108,0.0,126,0.0,0,-0.26,2.63,0.61,2.71,318.86,0.0,B6T1
2295.0,1530,5,69.0,2.0,22,2.0,2,0.0,0,2.0,46,0.0,60,0.0,0,-0.69,-2.35,-0.27,2.46,298.3,0.0,B6T1
2295.0,1530,5,70.0,1.0,47,3.0,11,0.0,0,2.0,139,0.0,22,0.0,0,-0.78,0.45,-0.81,1.21,297.99,0.0,B6T1
2295.0,1530,5,71.0,1.0,52,3.0,10,0.0,0,1.0,170,0.0,33,0.0,2,0.04,0.68,-0.41,0.8,281.5,0.0,B6T1
2295.0,1530,5,72.0,3.0,70,2.0,54,0.0,6,4.0,140,1.0,124,1.0,127,-0.0,-0.35,-2.41,2.44,300.96,0.0,B6T1
2295.0,1530,5,73.0,3.0,43,1.0,4,0.0,0,4.0,43,0.0,20,0.0,4,1.27,1.99,1.49,2.79,346.36,0.0,B6T1
2295.0,1530,5,74.0,1.0,81,3.0,18,0.0,4,3.0,203,0.0,36,0.0,100,-0.79,-0.72,1.73,2.03,330.52,0.0,B6T1
2295.0,1530,5,75.0,1.0,55,3.0,26,0.0,0,2.0,188,1.0,93,0.0,0,-1.02,-0.9,-0.48,1.44,286.94,0.0,B6T1
2295.0,1530,5,76.0,3.0,39,2.0,36,0.0,2,3.0,144,1.0,115,0.0,26,-3.02,-0.56,3.49,4.65,305.64,1.0,B6T1
2295.0,1530,5,77.0,1.0,74,3.0,25,0.0,0,2.0,152,0.0,97,0.0,56,0.26,-1.08,0.53,1.23,309.58,0.0,B6T1
2295.0,1530,5,78.0,0.0,33,4.0,44,0.0,0,2.0,129,0.0,131,0.0,0,3.15,-1.12,0.93,3.47,296.63,1.0,B6T1
2295.0,1530,5,79.0,0.0,71,4.0,13,0.0,0,0.0,92,0.0,45,0.0,0,-2.1,0.4,-0.47,2.19,293.76,0.0,B6T1
2295.0,1530,5,80.0,2.0,33,2.0,10,0.0,0,3.0,116,0.0,50,0.0,0,3.23,1.31,-0.09,3.49,337.38,1.0,B6T1
2295.0,1530,5,81.0,2.0,65,2.0,18,0.0,2,5.0,145,1.0,98,1.0,57,-0.6,0.21,-1.34,1.48,301.62,0.0,B6T1
2295.0,1530,5,82.0,1.0,26,3.0,4,0.0,0,1.0,50,0.0,46,0.0,0,-0.99,0.16,-0.29,1.04,280.78,0.0,B6T1
2295.0,1530,5,83.0,1.0,17,4.0,66,0.0,0,1.0,103,0.0,135,0.0,0,0.06,1.55,-1.38,2.08,297.06,0.0,B6T1
2295.0,1530,5,84.0,3.0,97,1.0,2,0.0,0,4.0,114,0.0,40,0.0,0,0.58,-1.46,-0.08,1.57,313.05,0.0,B6T1
2295.0,1530,5,85.0,2.0,65,2.0,39,0.0,6,3.0,156,2.0,191,1.0,89,0.66,1.18,-1.34,1.9,304.05,0.0,B6T1
2295.0,1530,5,86.0,2.0,62,3.0,51,0.0,0,2.0,93,0.0,110,0.0,18,-1.86,0.4,-1.85,2.65,308.34,0.0,B6T1
2295.0,1530,5,87.0,2.0,47,2.0,11,0.0,0,3.0,132,0.0,143,0.0,67,0.47,-2.22,-1.69,2.83,338.9,0.0,B6T1
2295.0,1530,5,88.0,4.0,122,1.0,2,0.0,0,4.0,92,0.0,87,0.0,8,-0.93,-1.3,0.45,1.66,323.64,0.0,B6T1
2295.0,1530,5,89.0,4.0,83,1.0,18,0.0,4,3.0,78,0.0,159,0.0,98,1.06,1.3,1.24,2.09,323.06,0.0,B6T1
2295.0,1530,5,90.0,2.0,51,2.0,64,0.0,10,2.0,174,4.0,205,2.0,99,-1.8,-0.36,0.39,1.88,297.46,0.0,B6T1
2295.0,1530,5,91.0,0.0,12,4.0,123,0.0,16,0.0,157,3.0,189,1.0,42,-0.26,0.13,-0.25,0.38,289.68,0.0,B6T1
2295.0,1530,5,92.0,1.0,37,3.0,50,0.0,0,1.0,69,1.0,108,0.0,0,1.54,-0.11,2.36,2.82,294.87,0.0,B6T1
2295.0,1530,5,93.0,2.0,34,2.0,0,0.0,0,2.0,103,0.0,23,0.0,2,-0.2,0.17,1.18,1.21,286.62,0.0,B6T1
2295.0,1530,5,94.0,1.0,43,3.0,36,0.0,0,2.0,148,1.0,113,0.0,18,-0.96,2.18,-3.33,4.09,331.32,1.0,B6T1
2295.0,1530,5,95.0,1.0,49,3.0,47,0.0,0,1.0,180,1.0,116,0.0,0,-1.62,-2.13,-4.47,5.21,305.63,1.0,B6T1
2295.0,1530,5,96.0,0.0,13,4.0,32,0.0,0,0.0,135,1.0,163,0.0,2,3.15,-4.33,1.88,5.68,298.81,1.0,B6T1
2295.0,1530,5,97.0,2.0,75,2.0,54,0.0,0,3.0,142,1.0,194,1.0,21,2.29,2.97,-1.54,4.05,324.91,1.0,B6T1
2295.0,1530,5,98.0,2.0,64,2.0,23,0.0,0,4.0,151,0.0,89,0.0,0,-1.99,-2.31,1.2,3.28,294.43,1.0,B6T1
2295.0,1530,5,99.0,1.0,70,3.0,34,0.0,0,3.0,187,0.0,87,0.0,0,0.98,-0.18,0.43,1.09,294.74,0.0,B6T1
2295.0,1530,5,100.0,0.0,99,3.0,119,0.0,16,4.0,104,2.0,154,1.0,42,0.33,1.24,-0.8,1.51,243.61,0.0,B6T1
2754.0,1836,6,1.0,0.0,66,4.0,72,0.0,0,0.0,110,0.0,92,0.0,0,2.68,0.01,0.34,2.7,322.15,0.0,B6T1
2754.0,1836,6,2.0,2.0,55,3.0,24,0.0,8,4.0,147,0.0,124,1.0,116,-0.51,-1.05,1.57,1.96,287.55,0.0,B6T1
2754.0,1836,6,3.0,1.0,82,3.0,22,0.0,8,1.0,180,0.0,102,0.0,75,-0.29,-2.2,0.83,2.37,332.5,0.0,B6T1
2754.0,1836,6,4.0,3.0,69,2.0,2,0.0,0,4.0,177,0.0,135,0.0,20,-0.06,-1.66,-0.73,1.81,303.0,0.0,B6T1
2754.0,1836,6,5.0,0.0,0,4.0,73,0.0,0,0.0,18,2.0,183,0.0,0,-0.89,-0.56,-0.57,1.2,287.73,0.0,B6T1
2754.0,1836,6,6.0,2.0,89,2.0,59,0.0,0,3.0,92,0.0,122,0.0,20,1.49,-0.45,-0.74,1.72,317.93,0.0,B6T1
2754.0,1836,6,7.0,0.0,35,4.0,31,0.0,0,0.0,139,0.0,97,0.0,12,3.48,-1.42,-0.36,3.78,274.99,1.0,B6T1
2754.0,1836,6,8.0,3.0,104,2.0,10,0.0,0,2.0,204,0.0,60,0.0,4,2.94,-0.87,0.07,3.07,286.59,1.0,B6T1
2754.0,1836,6,9.0,1.0,48,4.0,62,0.0,0,2.0,134,0.0,65,0.0,2,1.29,0.86,-1.72,2.32,313.27,0.0,B6T1
2754.0,1836,6,10.0,0.0,40,4.0,29,0.0,4,0.0,93,1.0,194,0.0,78,-1.39,1.83,-2.0,3.05,290.32,1.0,B6T1
2754.0,1836,6,11.0,1.0,15,3.0,66,0.0,0,1.0,93,1.0,137,0.0,2,1.27,-0.56,-0.81,1.61,302.7,0.0,B6T1
2754.0,1836,6,12.0,2.0,64,2.0,44,0.0,0,2.0,139,0.0,160,0.0,67,0.98,-0.67,-2.21,2.51,275.55,0.0,B6T1
2754.0,1836,6,13.0,0.0,32,4.0,55,0.0,0,0.0,45,1.0,169,0.0,0,-0.6,-2.69,-1.0,2.93,306.41,0.0,B6T1
2754.0,1836,6,14.0,3.0,70,2.0,41,0.0,0,4.0,188,0.0,143,0.0,89,2.53,2.66,1.85,4.11,274.29,1.0,B6T1
2754.0,1836,6,15.0,0.0,71,4.0,58,0.0,0,2.0,140,0.0,146,0.0,4,-2.16,-1.79,0.16,2.81,307.3,0.0,B6T1
2754.0,1836,6,16.0,0.0,102,4.0,89,0.0,0,2.0,101,1.0,161,0.0,0,1.53,0.0,-0.87,1.76,299.15,0.0,B6T1
2754.0,1836,6,17.0,3.0,75,1.0,5,0.0,0,4.0,87,1.0,127,0.0,18,1.29,1.7,-1.19,2.44,292.91,0.0,B6T1
2754.0,1836,6,18.0,0.0,6,4.0,30,0.0,0,1.0,68,0.0,84,0.0,0,0.16,3.06,-2.0,3.66,314.1,1.0,B6T1
2754.0,1836,6,19.0,0.0,38,3.0,45,0.0,0,0.0,98,0.0,81,0.0,0,3.17,1.06,-2.71,4.3,311.14,1.0,B6T1
2754.0,1836,6,20.0,4.0,64,1.0,2,0.0,0,4.0,98,0.0,12,0.0,0,-0.6,-0.25,1.4,1.54,283.14,0.0,B6T1
2754.0,1836,6,21.0,2.0,113,2.0,4,0.0,0,4.0,177,0.0,41,0.0,0,1.29,-1.47,-1.47,2.45,282.19,0.0,B6T1
2754.0,1836,6,22.0,4.0,100,1.0,7,0.0,0,3.0,97,0.0,50,0.0,0,1.77,0.99,0.61,2.12,315.08,0.0,B6T1
2754.0,1836,6,23.0,3.0,70,1.0,0,0.0,0,3.0,101,0.0,2,0.0,0,0.97,-0.3,-0.39,1.09,295.45,0.0,B6T1
2754.0,1836,6,24.0,0.0,50,4.0,34,0.0,0,1.0,184,0.0,87,0.0,18,-0.55,1.52,0.67,1.75,292.79,0.0,B6T1
2754.0,1836,6,25.0,2.0,81,2.0,37,0.0,0,2.0,157,0.0,70,0.0,0,1.4,-0.86,1.85,2.47,295.66,0.0,B6T1
2754.0,1836,6,26.0,1.0,67,3.0,72,0.0,6,3.0,121,1.0,169,0.0,88,-1.5,2.31,-1.77,3.27,316.91,1.0,B6T1
2754.0,1836,6,27.0,4.0,82,0.0,3,0.0,0,4.0,88,0.0,54,0.0,0,-0.34,1.9,-1.58,2.49,312.88,0.0,B6T1
2754.0,1836,6,28.0,3.0,66,1.0,17,0.0,0,4.0,185,0.0,119,0.0,73,1.52,-0.36,1.02,1.87,304.99,0.0,B6T1
2754.0,1836,6,29.0,1.0,90,2.0,52,0.0,0,2.0,156,1.0,72,0.0,0,6.44,3.19,0.85,7.24,314.02,1.0,B6T1
2754.0,1836,6,30.0,3.0,89,1.0,0,0.0,0,3.0,85,0.0,20,0.0,0,0.31,-0.18,-0.5,0.62,280.69,0.0,B6T1
2754.0,1836,6,31.0,1.0,88,2.0,33,0.0,0,1.0,170,1.0,79,0.0,0,-0.38,0.33,3.05,3.09,340.99,1.0,B6T1
2754.0,1836,6,32.0,2.0,79,2.0,21,0.0,0,4.0,143,0.0,83,0.0,42,-0.12,1.26,1.5,1.96,308.35,0.0,B6T1
2754.0,1836,6,33.0,0.0,0,4.0,70,0.0,0,0.0,0,0.0,167,0.0,0,-0.14,-0.45,1.36,1.44,275.93,0.0,B6T1
2754.0,1836,6,34.0,2.0,61,2.0,0,0.0,0,3.0,173,0.0,34,0.0,0,0.61,-0.72,0.63,1.13,310.4,0.0,B6T1
2754.0,1836,6,35.0,1.0,94,3.0,22,0.0,0,2.0,181,0.0,91,0.0,0,-1.62,0.76,-2.11,2.77,292.4,0.0,B6T1
2754.0,1836,6,36.0,0.0,0,5.0,87,0.0,0,0.0,66,0.0,161,0.0,0,0.06,1.85,-2.83,3.38,272.76,1.0,B6T1
2754.0,1836,6,37.0,2.0,72,2.0,26,0.0,0,3.0,133,1.0,151,0.0,18,2.81,0.5,0.58,2.91,329.04,0.0,B6T1
2754.0,1836,6,38.0,0.0,10,4.0,26,0.0,0,0.0,143,1.0,122,0.0,4,-0.31,-0.48,-0.42,0.71,292.36,0.0,B6T1
2754.0,1836,6,39.0,2.0,115,2.0,8,0.0,4,5.0,189,0.0,110,1.0,93,-0.28,0.85,-0.69,1.13,267.62,0.0,B6T1
2754.0,1836,6,40.0,1.0,46,3.0,24,0.0,0,4.0,183,0.0,121,0.0,14,1.31,-1.08,3.29,3.7,315.38,1.0,B6T1
2754.0,1836,6,41.0,3.0,14,1.0,0,0.0,0,3.0,72,0.0,18,0.0,4,2.35,-0.02,-0.9,2.52,290.97,0.0,B6T1
2754.0,1836,6,42.0,4.0,123,1.0,2,0.0,0,4.0,136,0.0,28,0.0,0,0.8,-0.78,2.1,2.38,254.79,0.0,B6T1
2754.0,1836,6,43.0,4.0,115,1.0,12,0.0,0,4.0,118,0.0,149,0.0,93,0.38,-0.02,-0.06,0.39,300.56,0.0,B6T1
2754.0,1836,6,44.0,2.0,53,3.0,22,0.0,0,1.0,85,0.0,111,0.0,0,-1.56,0.32,-1.08,1.92,297.16,0.0,B6T1
2754.0,1836,6,45.0,4.0,78,0.0,60,0.0,4,6.0,132,1.0,114,1.0,82,-0.64,1.66,-2.97,3.46,318.37,1.0,B6T1
2754.0,1836,6,46.0,3.0,94,2.0,21,0.0,8,5.0,172,1.0,121,1.0,75,-1.37,-1.74,0.19,2.22,297.72,0.0,B6T1
2754.0,1836,6,47.0,1.0,78,3.0,44,0.0,0,2.0,87,0.0,114,0.0,0,1.6,-0.76,0.13,1.78,296.95,0.0,B6T1
2754.0,1836,6,48.0,3.0,32,1.0,8,0.0,0,4.0,72,0.0,154,0.0,36,-0.92,-0.63,-1.34,1.74,311.05,0.0,B6T1
2754.0,1836,6,49.0,3.0,95,1.0,8,0.0,0,4.0,160,1.0,68,0.0,2,-1.6,-0.74,0.72,1.9,275.74,0.0,B6T1
2754.0,1836,6,50.0,3.0,75,2.0,19,0.0,0,1.0,73,1.0,112,0.0,0,-1.14,0.21,1.12,1.61,293.91,0.0,B6T1
2754.0,1836,6,51.0,2.0,11,2.0,0,0.0,0,2.0,57,0.0,36,0.0,0,-1.55,-1.75,-0.4,2.37,284.27,0.0,B6T1
2754.0,1836,6,52.0,0.0,24,4.0,41,0.0,0,1.0,159,2.0,162,0.0,18,-0.2,1.06,-1.73,2.04,283.41,0.0,B6T1
2754.0,1836,6,53.0,0.0,69,2.0,6,0.0,0,4.0,184,0.0,107,0.0,56,-1.77,4.83,0.45,5.16,309.01,1.0,B6T1
2754.0,1836,6,54.0,1.0,113,3.0,34,0.0,0,2.0,132,1.0,71,0.0,2,0.05,-0.08,1.88,1.88,282.42,0.0,B6T1
2754.0,1836,6,55.0,2.0,81,2.0,45,0.0,0,2.0,106,1.0,150,0.0,12,0.46,-0.38,-1.6,1.71,276.72,0.0,B6T1
2754.0,1836,6,56.0,1.0,35,2.0,6,0.0,0,1.0,143,0.0,158,0.0,69,-0.02,-0.83,-0.5,0.97,268.71,0.0,B6T1
2754.0,1836,6,57.0,2.0,48,2.0,34,0.0,10,2.0,138,0.0,126,0.0,38,4.94,-1.08,-8.74,10.1,320.03,1.0,B6T1
2754.0,1836,6,58.0,0.0,0,4.0,20,0.0,0,0.0,14,0.0,24,0.0,0,0.29,0.53,0.46,0.76,283.2,0.0,B6T1
2754.0,1836,6,59.0,0.0,0,4.0,29,0.0,0,0.0,98,1.0,153,0.0,10,0.71,-0.09,1.61,1.76,319.49,0.0,B6T1
2754.0,1836,6,60.0,1.0,36,4.0,34,0.0,0,1.0,154,0.0,132,0.0,36,-2.96,2.73,1.92,4.46,273.87,1.0,B6T1
2754.0,1836,6,61.0,3.0,85,1.0,48,0.0,18,3.0,105,0.0,185,0.0,97,-0.83,-0.72,0.62,1.26,302.21,0.0,B6T1
2754.0,1836,6,62.0,0.0,0,4.0,16,0.0,0,1.0,89,0.0,96,0.0,0,0.41,0.8,-1.6,1.84,312.71,0.0,B6T1
2754.0,1836,6,63.0,2.0,96,3.0,42,0.0,0,2.0,100,0.0,156,0.0,0,-1.11,0.2,-0.65,1.3,295.42,0.0,B6T1
2754.0,1836,6,64.0,2.0,91,2.0,2,0.0,0,3.0,197,0.0,35,0.0,17,2.55,-2.05,0.69,3.34,312.5,1.0,B6T1
2754.0,1836,6,65.0,1.0,51,2.0,40,0.0,0,2.0,145,1.0,112,0.0,0,-1.87,0.15,0.27,1.9,332.28,0.0,B6T1
2754.0,1836,6,66.0,1.0,43,3.0,54,0.0,0,1.0,98,0.0,71,0.0,0,-0.75,0.25,0.8,1.12,311.8,0.0,B6T1
2754.0,1836,6,67.0,0.0,0,4.0,34,0.0,0,0.0,25,0.0,143,0.0,0,1.72,2.41,1.88,3.51,301.75,1.0,B6T1
