t,Steps,Event,idx,TFSI,TFSI-flip,EC,EC-flip,Li,Li-flip,TFSI-2,TFSI-2-flip,EC-2,EC-2-flip,Li-2,Li-2-flip,dx,dy,dz,dr,d,fast,system
459.0,306,1,1.0,0.0,78,4.0,50,0.0,0,2.0,135,0.0,147,0.0,0,-0.02,-1.1,-0.73,1.32,243.13,0.0,B2T1
459.0,306,1,2.0,2.0,122,3.0,80,0.0,106,2.0,194,3.0,164,1.0,110,1.05,-0.61,-0.49,1.31,250.02,0.0,B2T1
459.0,306,1,3.0,2.0,99,2.0,104,0.0,8,4.0,161,3.0,195,1.0,76,-0.27,0.4,0.92,1.04,251.0,0.0,B2T1
459.0,306,1,4.0,1.0,125,3.0,6,0.0,0,2.0,95,1.0,125,0.0,0,0.47,0.05,0.59,0.76,203.19,0.0,B2T1
459.0,306,1,5.0,0.0,0,4.0,38,0.0,0,0.0,109,1.0,162,0.0,16,1.51,1.04,-0.15,1.84,247.0,0.0,B2T1
459.0,306,1,6.0,0.0,0,5.0,128,0.0,0,0.0,6,2.0,236,0.0,0,0.48,0.19,-0.53,0.74,221.02,0.0,B2T1
459.0,306,1,7.0,2.0,108,2.0,6,0.0,0,3.0,192,0.0,85,0.0,42,0.95,0.34,0.09,1.01,256.71,0.0,B2T1
459.0,306,1,8.0,0.0,6,5.0,133,0.0,0,1.0,148,0.0,174,0.0,0,-0.49,-0.29,-0.07,0.57,219.04,0.0,B2T1
459.0,306,1,9.0,2.0,90,2.0,0,0.0,0,3.0,211,0.0,143,0.0,152,-0.67,0.64,0.75,1.19,223.94,0.0,B2T1
459.0,306,1,10.0,3.0,105,1.0,0,0.0,0,5.0,99,0.0,89,0.0,30,0.61,-0.62,0.21,0.89,249.71,0.0,B2T1
459.0,306,1,11.0,0.0,4,4.0,10,0.0,0,0.0,110,1.0,195,0.0,4,0.61,-0.02,0.01,0.61,202.44,0.0,B2T1
459.0,306,1,12.0,3.0,93,2.0,63,0.0,0,3.0,209,1.0,159,0.0,76,0.72,1.28,-0.12,1.47,223.95,0.0,B2T1
459.0,306,1,13.0,3.0,143,2.0,28,0.0,82,4.0,188,1.0,179,1.0,92,-0.45,-0.17,0.29,0.56,225.82,0.0,B2T1
459.0,306,1,14.0,2.0,23,2.0,100,0.0,0,3.0,131,1.0,128,0.0,0,0.12,1.13,1.61,1.97,247.92,0.0,B2T1
459.0,306,1,15.0,0.0,6,4.0,78,0.0,0,1.0,165,2.0,135,0.0,0,-0.24,0.02,-0.56,0.61,214.53,0.0,B2T1
459.0,306,1,16.0,2.0,37,2.0,42,0.0,56,4.0,133,1.0,173,1.0,141,0.65,-0.57,0.66,1.09,263.37,0.0,B2T1
459.0,306,1,17.0,2.0,123,2.0,58,0.0,4,4.0,153,3.0,144,1.0,8,-0.12,-0.12,1.31,1.32,230.17,0.0,B2T1
459.0,306,1,18.0,2.0,79,2.0,0,0.0,0,5.0,224,0.0,2,0.0,48,0.46,0.63,-0.85,1.15,227.55,0.0,B2T1
459.0,306,1,19.0,2.0,88,3.0,38,0.0,40,2.0,139,2.0,177,0.0,132,-0.44,0.8,-0.28,0.95,220.0,0.0,B2T1
459.0,306,1,20.0,4.0,82,1.0,14,0.0,2,6.0,214,1.0,159,2.0,131,0.57,0.04,0.3,0.65,249.05,0.0,B2T1
459.0,306,1,21.0,1.0,12,5.0,64,0.0,32,1.0,163,1.0,128,1.0,146,-1.85,0.46,-0.67,2.02,213.19,0.0,B2T1
459.0,306,1,22.0,3.0,60,2.0,2,0.0,0,3.0,124,0.0,66,0.0,0,0.19,0.43,-0.55,0.72,248.19,0.0,B2T1
459.0,306,1,23.0,1.0,36,3.0,14,0.0,4,3.0,181,2.0,203,1.0,8,-0.15,-0.88,0.0,0.89,196.85,0.0,B2T1
459.0,306,1,24.0,3.0,71,2.0,138,0.0,48,3.0,110,2.0,203,1.0,156,-0.05,-0.72,0.95,1.19,258.39,0.0,B2T1
459.0,306,1,25.0,3.0,76,1.0,12,0.0,2,4.0,73,1.0,80,1.0,9,0.57,0.66,0.35,0.94,209.79,0.0,B2T1
459.0,306,1,26.0,0.0,0,5.0,123,0.0,2,0.0,2,3.0,216,1.0,131,0.61,-0.08,0.44,0.76,193.03,0.0,B2T1
459.0,306,1,27.0,2.0,105,2.0,0,0.0,0,4.0,202,0.0,128,0.0,19,-1.61,0.06,0.34,1.65,261.84,0.0,B2T1
459.0,306,1,28.0,1.0,101,3.0,28,0.0,0,3.0,181,0.0,45,0.0,0,-0.43,-0.09,0.48,0.65,216.83,0.0,B2T1
459.0,306,1,29.0,3.0,92,0.0,168,0.0,29,4.0,70,4.0,204,1.0,47,0.02,-0.26,-1.23,1.26,279.38,0.0,B2T1
459.0,306,1,30.0,1.0,22,3.0,84,0.0,0,1.0,109,2.0,187,0.0,70,0.21,0.84,0.92,1.26,241.74,0.0,B2T1
459.0,306,1,31.0,1.0,91,3.0,9,0.0,2,2.0,215,0.0,41,0.0,77,-0.36,1.19,-0.13,1.25,222.63,0.0,B2T1
459.0,306,1,32.0,2.0,53,2.0,9,0.0,6,3.0,179,0.0,120,1.0,117,-1.06,1.54,-0.76,2.02,268.07,0.0,B2T1
459.0,306,1,33.0,5.0,150,0.0,0,0.0,12,9.0,182,0.0,108,2.0,104,-0.08,0.27,0.82,0.87,250.06,0.0,B2T1
459.0,306,1,34.0,0.0,113,4.0,43,0.0,29,4.0,211,2.0,142,1.0,47,0.76,0.57,0.78,1.23,228.55,0.0,B2T1
459.0,306,1,35.0,1.0,44,3.0,6,0.0,0,2.0,93,0.0,78,0.0,0,0.51,0.02,0.22,0.56,204.78,0.0,B2T1
459.0,306,1,36.0,4.0,107,1.0,0,0.0,0,4.0,158,0.0,144,0.0,83,0.89,-0.4,-0.09,0.98,247.12,0.0,B2T1
459.0,306,1,37.0,2.0,60,1.0,18,0.0,2,5.0,184,2.0,174,1.0,93,0.32,-0.98,0.52,1.15,259.98,0.0,B2T1
459.0,306,1,38.0,3.0,117,2.0,0,0.0,2,5.0,216,0.0,22,1.0,158,-0.01,-0.01,-0.12,0.12,246.81,0.0,B2T1
459.0,306,1,39.0,2.0,97,2.0,6,0.0,0,5.0,187,1.0,138,0.0,46,0.64,-0.07,0.76,1.0,266.31,0.0,B2T1
459.0,306,1,40.0,2.0,69,2.0,6,0.0,2,4.0,198,0.0,141,0.0,102,-1.23,0.76,1.24,1.9,253.93,0.0,B2T1
459.0,306,1,41.0,2.0,99,3.0,16,0.0,0,2.0,160,0.0,59,0.0,4,0.87,0.05,-2.47,2.62,277.39,0.0,B2T1
459.0,306,1,42.0,3.0,103,2.0,57,0.0,4,4.0,95,1.0,135,1.0,54,-0.39,-0.37,-1.28,1.39,269.12,0.0,B2T1
459.0,306,1,43.0,3.0,51,1.0,0,0.0,0,4.0,190,0.0,116,0.0,99,-0.43,-0.18,0.24,0.52,283.24,0.0,B2T1
459.0,306,1,44.0,0.0,67,4.0,14,0.0,0,1.0,162,0.0,145,0.0,0,1.03,-0.37,-1.31,1.71,232.38,0.0,B2T1
459.0,306,1,45.0,1.0,44,3.0,20,0.0,2,2.0,196,0.0,109,1.0,11,0.68,-0.29,-2.12,2.25,257.88,0.0,B2T1
459.0,306,1,46.0,1.0,79,4.0,137,0.0,106,4.0,194,2.0,172,1.0,109,0.06,0.26,0.29,0.39,217.52,0.0,B2T1
459.0,306,1,47.0,4.0,67,1.0,4,0.0,0,4.0,126,1.0,122,1.0,126,0.21,0.64,1.75,1.88,232.41,0.0,B2T1
459.0,306,1,48.0,0.0,97,3.0,112,0.0,6,2.0,95,2.0,123,1.0,12,0.41,0.49,0.41,0.76,212.15,0.0,B2T1
459.0,306,1,49.0,0.0,0,5.0,63,0.0,0,0.0,26,1.0,115,0.0,0,0.14,-0.27,-0.84,0.89,209.06,0.0,B2T1
459.0,306,1,50.0,4.0,110,1.0,4,0.0,0,5.0,162,1.0,90,0.0,0,-0.86,-0.27,0.74,1.17,245.62,0.0,B2T1
459.0,306,1,51.0,2.0,16,2.0,0,0.0,0,3.0,156,0.0,26,0.0,4,0.22,-0.49,1.04,1.17,219.6,0.0,B2T1
459.0,306,1,52.0,3.0,98,1.0,4,0.0,0,5.0,137,1.0,68,0.0,12,-0.3,-0.62,-0.39,0.79,253.91,0.0,B2T1
459.0,306,1,53.0,2.0,75,2.0,124,0.0,82,6.0,202,1.0,164,1.0,92,0.35,-0.35,0.3,0.58,232.77,0.0,B2T1
459.0,306,1,54.0,1.0,99,2.0,152,0.0,62,3.0,175,2.0,152,1.0,85,-2.21,1.12,0.99,2.67,301.74,0.0,B2T1
459.0,306,1,55.0,0.0,2,3.0,119,0.0,2,0.0,165,5.0,196,1.0,92,0.75,-0.08,-0.19,0.78,223.13,0.0,B2T1
459.0,306,1,56.0,1.0,72,3.0,49,0.0,0,2.0,84,3.0,200,1.0,25,-0.46,-0.59,0.23,0.78,283.1,0.0,B2T1
459.0,306,1,57.0,2.0,123,2.0,54,0.0,2,2.0,148,2.0,169,0.0,41,-1.14,0.01,0.08,1.14,244.76,0.0,B2T1
459.0,306,1,58.0,3.0,64,1.0,11,0.0,0,3.0,71,1.0,71,0.0,12,-0.18,0.87,-0.13,0.9,268.39,0.0,B2T1
459.0,306,1,59.0,2.0,87,2.0,0,0.0,0,3.0,151,0.0,2,0.0,0,-0.19,1.1,0.35,1.17,277.77,0.0,B2T1
459.0,306,1,60.0,1.0,89,3.0,8,0.0,0,2.0,173,0.0,20,0.0,0,-1.12,0.33,0.59,1.31,241.2,0.0,B2T1
459.0,306,1,61.0,1.0,20,3.0,8,0.0,0,1.0,103,2.0,174,1.0,137,0.26,0.46,-0.67,0.85,245.04,0.0,B2T1
459.0,306,1,62.0,3.0,39,1.0,6,0.0,0,5.0,149,1.0,160,0.0,116,0.34,-0.4,-0.04,0.53,267.05,0.0,B2T1
459.0,306,1,63.0,1.0,28,3.0,71,0.0,4,1.0,111,2.0,162,1.0,95,-4.11,-2.29,0.14,4.71,254.69,1.0,B2T1
459.0,306,1,64.0,3.0,77,2.0,23,0.0,0,5.0,128,0.0,128,0.0,91,-0.1,1.07,-1.43,1.79,267.24,0.0,B2T1
459.0,306,1,65.0,1.0,0,3.0,38,0.0,0,1.0,46,1.0,65,0.0,0,0.06,0.58,0.15,0.6,258.58,0.0,B2T1
459.0,306,1,66.0,1.0,127,3.0,115,0.0,0,2.0,108,0.0,163,0.0,0,-0.39,-1.03,-0.86,1.4,234.89,0.0,B2T1
459.0,306,1,67.0,0.0,4,3.0,99,0.0,0,0.0,139,4.0,206,0.0,4,0.33,-0.87,0.7,1.16,253.44,0.0,B2T1
459.0,306,1,68.0,1.0,64,2.0,24,0.0,0,4.0,192,0.0,150,0.0,65,-0.21,0.91,-0.2,0.96,252.59,0.0,B2T1
459.0,306,1,69.0,3.0,74,1.0,75,0.0,6,3.0,91,3.0,169,1.0,56,0.53,0.46,0.45,0.83,223.04,0.0,B2T1
459.0,306,1,70.0,2.0,34,2.0,32,0.0,0,2.0,118,0.0,83,0.0,6,0.9,0.94,-0.07,1.3,246.57,0.0,B2T1
459.0,306,1,71.0,2.0,69,2.0,0,0.0,4,6.0,193,0.0,12,2.0,128,-0.89,0.2,0.04,0.91,263.24,0.0,B2T1
459.0,306,1,72.0,4.0,118,0.0,0,0.0,12,10.0,209,0.0,97,2.0,184,-0.34,0.34,-0.84,0.97,256.28,0.0,B2T1
459.0,306,1,73.0,0.0,28,4.0,10,0.0,0,0.0,95,2.0,160,0.0,0,0.95,-0.49,0.08,1.07,189.4,0.0,B2T1
459.0,306,1,74.0,4.0,43,0.0,0,0.0,0,7.0,188,1.0,150,1.0,166,0.27,0.6,-0.23,0.7,278.66,0.0,B2T1
459.0,306,1,75.0,0.0,21,4.0,58,0.0,32,0.0,156,2.0,186,1.0,144,-0.48,0.2,-0.23,0.57,243.54,0.0,B2T1
459.0,306,1,76.0,0.0,10,4.0,16,0.0,0,0.0,168,1.0,179,0.0,16,-0.13,0.27,-0.2,0.36,223.19,0.0,B2T1
459.0,306,1,77.0,2.0,68,2.0,20,0.0,0,4.0,193,0.0,117,0.0,0,0.82,0.1,-1.46,1.68,270.13,0.0,B2T1
459.0,306,1,78.0,1.0,114,3.0,28,0.0,0,4.0,205,0.0,76,0.0,0,-0.43,0.49,-0.04,0.65,235.35,0.0,B2T1
459.0,306,1,79.0,1.0,143,3.0,24,0.0,0,3.0,130,1.0,82,0.0,0,0.54,0.53,-1.11,1.34,219.81,0.0,B2T1
459.0,306,1,80.0,0.0,54,4.0,20,0.0,0,3.0,188,0.0,28,0.0,0,-0.05,-0.12,0.66,0.67,223.65,0.0,B2T1
459.0,306,1,81.0,3.0,101,1.0,2,0.0,0,5.0,175,1.0,92,0.0,2,-0.54,-0.1,-0.39,0.67,265.74,0.0,B2T1
459.0,306,1,82.0,2.0,80,4.0,84,1.0,55,5.0,193,0.0,170,0.0,109,3.22,-1.26,0.44,3.49,236.5,1.0,B2T1
459.0,306,1,83.0,4.0,84,0.0,0,0.0,0,6.0,114,1.0,151,2.0,141,-0.27,-1.77,-0.45,1.85,283.4,0.0,B2T1
459.0,306,1,84.0,1.0,55,3.0,54,0.0,0,1.0,176,1.0,156,0.0,95,-0.26,-1.42,0.72,1.61,271.36,0.0,B2T1
459.0,306,1,85.0,1.0,118,3.0,32,0.0,62,3.0,172,1.0,171,1.0,83,0.26,2.21,1.52,2.69,232.51,0.0,B2T1
459.0,306,1,86.0,4.0,102,1.0,2,0.0,0,6.0,206,0.0,4,0.0,136,0.89,-0.92,-1.21,1.76,281.85,0.0,B2T1
459.0,306,1,87.0,2.0,108,2.0,0,0.0,0,3.0,179,1.0,88,0.0,0,-0.19,-0.79,0.04,0.81,247.69,0.0,B2T1
459.0,306,1,88.0,2.0,6,2.0,2,0.0,0,2.0,124,1.0,143,0.0,0,0.27,-0.72,0.18,0.79,244.05,0.0,B2T1
459.0,306,1,89.0,1.0,42,3.0,77,0.0,56,2.0,177,3.0,196,1.0,134,0.13,0.5,1.1,1.22,266.72,0.0,B2T1
459.0,306,1,90.0,2.0,41,2.0,0,0.0,0,5.0,233,0.0,30,1.0,138,0.08,0.42,0.1,0.44,260.79,0.0,B2T1
459.0,306,1,91.0,5.0,27,0.0,0,0.0,0,6.0,142,0.0,50,0.0,145,-0.42,1.39,0.21,1.47,251.58,0.0,B2T1
459.0,306,1,92.0,1.0,83,2.0,67,0.0,0,6.0,195,0.0,81,0.0,93,0.99,-0.06,-0.28,1.03,257.74,0.0,B2T1
459.0,306,1,93.0,1.0,61,3.0,8,0.0,0,3.0,92,1.0,164,0.0,4,1.15,0.38,0.67,1.38,294.01,0.0,B2T1
459.0,306,1,94.0,0.0,0,5.0,68,0.0,0,0.0,36,1.0,158,1.0,25,0.8,-1.93,0.42,2.13,308.48,0.0,B2T1
459.0,306,1,95.0,3.0,98,2.0,94,1.0,55,4.0,119,2.0,103,0.0,109,0.28,0.59,0.87,1.09,219.28,0.0,B2T1
459.0,306,1,96.0,2.0,73,2.0,0,0.0,0,4.0,206,2.0,170,1.0,143,-0.33,0.5,0.51,0.79,246.36,0.0,B2T1
459.0,306,1,97.0,3.0,108,1.0,11,0.0,0,3.0,220,1.0,79,0.0,144,-1.13,0.07,-0.87,1.43,249.82,0.0,B2T1
459.0,306,1,98.0,0.0,0,4.0,91,0.0,0,1.0,113,2.0,215,0.0,0,-0.18,1.06,-0.23,1.1,263.58,0.0,B2T1
459.0,306,1,99.0,3.0,84,2.0,28,0.0,6,4.0,171,1.0,159,0.0,94,0.49,1.12,-0.84,1.48,215.31,0.0,B2T1
459.0,306,1,100.0,2.0,46,2.0,62,0.0,0,3.0,144,2.0,184,0.0,0,-0.36,0.42,0.08,0.56,231.57,0.0,B2T1
918.0,612,2,1.0,0.0,82,4.0,32,0.0,0,1.0,156,0.0,147,0.0,0,0.66,0.21,0.26,0.74,242.87,0.0,B2T1
918.0,612,2,2.0,2.0,119,3.0,42,0.0,77,4.0,154,2.0,196,1.0,77,-0.82,0.89,0.1,1.21,231.05,0.0,B2T1
918.0,612,2,3.0,3.0,138,2.0,117,0.0,8,4.0,128,2.0,187,1.0,59,-0.39,-0.33,-0.9,1.03,256.45,0.0,B2T1
918.0,612,2,4.0,2.0,114,3.0,22,0.0,0,2.0,72,0.0,84,0.0,0,-0.37,0.03,0.07,0.38,199.74,0.0,B2T1
918.0,612,2,5.0,0.0,12,4.0,59,0.0,0,0.0,145,0.0,136,0.0,0,0.32,0.47,-1.39,1.5,266.2,0.0,B2T1
918.0,612,2,6.0,0.0,0,5.0,172,0.0,0,0.0,0,2.0,254,0.0,4,-0.39,0.19,0.51,0.67,228.6,0.0,B2T1
918.0,612,2,7.0,2.0,95,2.0,0,0.0,9,3.0,180,1.0,65,0.0,34,0.02,-1.22,-0.76,1.44,265.55,0.0,B2T1
918.0,612,2,8.0,0.0,8,4.0,134,0.0,0,1.0,148,1.0,190,0.0,0,0.03,0.52,-0.01,0.52,214.35,0.0,B2T1
918.0,612,2,9.0,2.0,82,2.0,34,0.0,40,2.0,203,1.0,166,0.0,145,1.17,-1.23,0.87,1.91,253.39,0.0,B2T1
918.0,612,2,10.0,3.0,125,1.0,2,0.0,0,4.0,105,1.0,50,0.0,58,-0.03,-0.18,-0.66,0.68,241.87,0.0,B2T1
918.0,612,2,11.0,0.0,0,4.0,14,0.0,0,1.0,112,1.0,173,0.0,8,-0.86,-0.26,0.05,0.9,207.52,0.0,B2T1
918.0,612,2,12.0,2.0,59,3.0,58,0.0,0,3.0,211,1.0,178,0.0,8,1.07,0.51,-0.38,1.24,240.54,0.0,B2T1
918.0,612,2,13.0,3.0,124,2.0,52,1.0,121,4.0,176,2.0,144,0.0,125,-0.34,-0.56,-0.25,0.7,242.71,0.0,B2T1
918.0,612,2,14.0,2.0,20,3.0,76,0.0,0,2.0,135,0.0,123,0.0,0,-0.56,-0.41,-0.46,0.83,239.87,0.0,B2T1
918.0,612,2,15.0,0.0,0,4.0,59,0.0,0,0.0,149,1.0,155,0.0,0,-1.04,1.46,0.37,1.83,218.43,0.0,B2T1
918.0,612,2,16.0,2.0,48,2.0,2,0.0,0,2.0,154,1.0,199,0.0,100,0.69,1.6,0.14,1.75,253.43,0.0,B2T1
918.0,612,2,17.0,3.0,149,1.0,76,0.0,0,3.0,152,2.0,151,1.0,0,0.39,-0.29,-0.69,0.84,230.31,0.0,B2T1
918.0,612,2,18.0,2.0,76,2.0,32,0.0,10,3.0,174,0.0,48,0.0,46,-0.5,0.63,0.02,0.8,231.48,0.0,B2T1
918.0,612,2,19.0,2.0,54,3.0,35,0.0,14,2.0,150,2.0,167,1.0,113,0.53,-0.19,0.99,1.14,244.84,0.0,B2T1
918.0,612,2,20.0,4.0,131,1.0,6,0.0,0,6.0,206,1.0,138,1.0,136,0.26,1.49,-1.78,2.34,271.71,0.0,B2T1
918.0,612,2,21.0,1.0,40,4.0,46,0.0,16,3.0,136,1.0,165,1.0,145,1.8,-0.37,2.26,2.91,239.78,0.0,B2T1
918.0,612,2,22.0,3.0,33,2.0,6,0.0,0,3.0,142,0.0,103,0.0,0,0.08,-1.26,0.89,1.54,263.07,0.0,B2T1
918.0,612,2,23.0,1.0,52,3.0,10,0.0,0,2.0,152,3.0,155,1.0,0,0.73,1.28,-0.24,1.49,200.83,0.0,B2T1
918.0,612,2,24.0,2.0,120,3.0,135,0.0,22,4.0,163,3.0,216,2.0,122,0.47,1.44,-0.28,1.54,283.22,0.0,B2T1
918.0,612,2,25.0,4.0,58,1.0,6,0.0,0,3.0,49,0.0,35,0.0,0,-0.53,-0.03,0.63,0.82,214.54,0.0,B2T1
918.0,612,2,26.0,0.0,0,4.0,108,0.0,0,0.0,0,4.0,211,1.0,96,-0.51,0.53,-1.06,1.29,219.33,0.0,B2T1
918.0,612,2,27.0,2.0,95,2.0,0,0.0,0,4.0,219,1.0,79,0.0,6,-0.29,0.65,-0.18,0.73,254.48,0.0,B2T1
918.0,612,2,28.0,0.0,81,3.0,25,0.0,0,3.0,183,0.0,115,0.0,0,-0.1,0.71,-0.15,0.73,230.06,0.0,B2T1
918.0,612,2,29.0,3.0,81,2.0,170,1.0,59,4.0,80,3.0,220,0.0,65,-0.51,-0.47,1.8,1.93,292.99,0.0,B2T1
918.0,612,2,30.0,1.0,20,3.0,79,0.0,0,1.0,83,1.0,187,0.0,26,0.47,-0.87,-1.11,1.49,259.79,0.0,B2T1
918.0,612,2,31.0,2.0,94,3.0,26,0.0,0,3.0,177,0.0,59,0.0,57,1.82,-0.62,-0.09,1.92,245.59,0.0,B2T1
918.0,612,2,32.0,3.0,31,2.0,12,0.0,4,2.0,158,1.0,118,1.0,122,0.87,-1.39,0.38,1.68,291.52,0.0,B2T1
918.0,612,2,33.0,4.0,153,0.0,0,0.0,8,7.0,176,0.0,82,2.0,74,1.51,0.66,-0.51,1.73,240.33,0.0,B2T1
918.0,612,2,34.0,0.0,146,4.0,34,1.0,59,6.0,201,0.0,164,0.0,65,-0.61,-0.69,-0.77,1.2,220.23,0.0,B2T1
918.0,612,2,35.0,1.0,34,3.0,2,0.0,0,2.0,115,0.0,32,0.0,0,-0.43,0.89,0.01,0.99,199.7,0.0,B2T1
918.0,612,2,36.0,4.0,103,1.0,0,0.0,0,3.0,116,1.0,138,1.0,58,-0.4,0.86,0.67,1.16,243.89,0.0,B2T1
918.0,612,2,37.0,2.0,114,1.0,13,0.0,0,3.0,145,1.0,157,0.0,49,1.02,0.16,-0.66,1.23,257.77,0.0,B2T1
918.0,612,2,38.0,3.0,107,2.0,0,0.0,0,5.0,216,0.0,13,1.0,148,1.07,-1.2,-4.99,5.24,252.28,1.0,B2T1
918.0,612,2,39.0,2.0,80,2.0,4,0.0,0,3.0,105,0.0,119,0.0,30,0.21,0.37,-0.06,0.43,227.59,0.0,B2T1
918.0,612,2,40.0,3.0,98,2.0,7,0.0,0,4.0,205,1.0,128,0.0,82,1.39,-1.22,-1.4,2.32,230.68,0.0,B2T1
918.0,612,2,41.0,3.0,102,2.0,17,0.0,0,3.0,170,0.0,102,0.0,10,1.06,-0.96,-0.66,1.58,246.12,0.0,B2T1
918.0,612,2,42.0,3.0,74,1.0,60,0.0,0,4.0,81,2.0,160,1.0,62,-0.16,0.49,1.38,1.47,262.58,0.0,B2T1
918.0,612,2,43.0,3.0,33,1.0,18,0.0,9,4.0,156,0.0,54,0.0,38,-1.13,1.3,-2.06,2.69,306.71,0.0,B2T1
918.0,612,2,44.0,1.0,76,4.0,61,0.0,0,2.0,171,0.0,158,0.0,10,-0.02,0.02,0.9,0.9,286.6,0.0,B2T1
918.0,612,2,45.0,1.0,8,3.0,10,0.0,0,3.0,166,0.0,185,0.0,6,0.89,-0.56,0.19,1.07,218.39,0.0,B2T1
918.0,612,2,46.0,2.0,68,3.0,136,0.0,77,2.0,185,2.0,165,1.0,79,-0.03,0.56,0.35,0.66,210.85,0.0,B2T1
918.0,612,2,47.0,3.0,80,1.0,13,0.0,2,3.0,127,2.0,89,1.0,94,0.31,-0.78,0.75,1.13,244.91,0.0,B2T1
918.0,612,2,48.0,0.0,29,4.0,89,0.0,0,2.0,129,2.0,170,1.0,47,0.65,0.77,2.68,2.86,250.76,0.0,B2T1
918.0,612,2,49.0,0.0,0,4.0,53,0.0,0,0.0,121,2.0,145,0.0,0,0.06,0.4,-0.05,0.41,192.89,0.0,B2T1
918.0,612,2,50.0,4.0,129,1.0,0,0.0,0,5.0,157,1.0,94,0.0,2,0.16,0.87,-0.22,0.91,253.58,0.0,B2T1
918.0,612,2,51.0,2.0,40,2.0,2,0.0,0,3.0,130,0.0,8,0.0,0,-0.17,0.98,-0.02,0.99,211.28,0.0,B2T1
918.0,612,2,52.0,4.0,113,1.0,6,0.0,0,4.0,145,0.0,32,0.0,0,-0.61,-0.62,0.6,1.06,270.32,0.0,B2T1
918.0,612,2,53.0,2.0,69,2.0,159,1.0,121,6.0,202,2.0,175,0.0,125,-0.52,0.77,-0.41,1.02,227.87,0.0,B2T1
918.0,612,2,54.0,2.0,48,1.0,27,0.0,6,5.0,169,2.0,183,1.0,126,-0.3,0.25,-0.37,0.54,282.8,0.0,B2T1
918.0,612,2,55.0,0.0,0,3.0,47,0.0,0,0.0,163,2.0,207,1.0,78,0.16,-0.11,-0.42,0.46,191.77,0.0,B2T1
918.0,612,2,56.0,1.0,116,3.0,24,0.0,0,3.0,108,3.0,183,0.0,4,0.68,0.16,0.15,0.71,266.17,0.0,B2T1
918.0,612,2,57.0,2.0,153,3.0,32,0.0,36,3.0,219,1.0,163,1.0,46,0.32,-0.4,0.44,0.68,225.11,0.0,B2T1
918.0,612,2,58.0,2.0,56,2.0,10,0.0,0,3.0,129,0.0,14,0.0,56,0.67,0.1,1.24,1.41,276.55,0.0,B2T1
918.0,612,2,59.0,2.0,96,2.0,0,0.0,0,3.0,99,0.0,0,0.0,0,-0.24,0.18,-0.12,0.32,254.68,0.0,B2T1
918.0,612,2,60.0,1.0,103,3.0,20,0.0,0,3.0,175,0.0,28,0.0,0,0.52,-0.35,-0.99,1.17,232.77,0.0,B2T1
918.0,612,2,61.0,1.0,10,3.0,6,0.0,0,1.0,116,1.0,171,0.0,153,0.34,-1.17,-0.1,1.22,247.05,0.0,B2T1
918.0,612,2,62.0,3.0,26,1.0,6,0.0,0,4.0,189,0.0,115,0.0,117,-0.52,-0.64,0.35,0.9,251.62,0.0,B2T1
918.0,612,2,63.0,1.0,84,3.0,126,0.0,36,2.0,182,1.0,212,1.0,57,0.97,1.99,0.83,2.36,244.66,0.0,B2T1
918.0,612,2,64.0,3.0,57,1.0,60,0.0,30,4.0,124,1.0,169,0.0,75,-0.36,-0.29,0.31,0.56,279.22,0.0,B2T1
918.0,612,2,65.0,1.0,18,3.0,52,0.0,0,1.0,84,0.0,54,0.0,0,0.08,-1.21,-0.18,1.23,276.18,0.0,B2T1
918.0,612,2,66.0,2.0,57,4.0,141,0.0,0,2.0,81,0.0,161,0.0,0,-0.24,-0.18,-0.14,0.33,219.63,0.0,B2T1
918.0,612,2,67.0,0.0,16,4.0,101,0.0,0,0.0,125,1.0,190,0.0,8,-0.64,1.36,0.29,1.53,246.46,0.0,B2T1
918.0,612,2,68.0,2.0,81,2.0,8,0.0,0,3.0,209,1.0,144,0.0,50,0.59,-0.17,-0.01,0.61,261.73,0.0,B2T1
918.0,612,2,69.0,3.0,112,1.0,44,0.0,50,3.0,175,2.0,171,1.0,136,-3.88,-7.89,0.47,8.8,275.85,1.0,B2T1
918.0,612,2,70.0,2.0,16,2.0,0,0.0,0,2.0,141,0.0,143,0.0,56,0.32,-0.45,-0.03,0.55,252.26,0.0,B2T1
918.0,612,2,71.0,2.0,71,2.0,0,0.0,0,5.0,201,0.0,8,2.0,147,-0.13,-0.29,0.58,0.66,250.67,0.0,B2T1
918.0,612,2,72.0,4.0,126,0.0,0,0.0,8,8.0,162,0.0,128,2.0,187,1.64,-0.13,1.07,1.96,255.39,0.0,B2T1
918.0,612,2,73.0,0.0,59,4.0,20,0.0,0,1.0,99,1.0,175,0.0,0,-1.5,0.31,0.21,1.55,212.88,0.0,B2T1
918.0,612,2,74.0,4.0,65,0.0,12,0.0,2,5.0,167,0.0,118,0.0,140,0.52,1.19,-1.49,1.98,252.0,0.0,B2T1
918.0,612,2,75.0,0.0,66,3.0,40,0.0,14,2.0,128,2.0,179,1.0,91,2.14,-1.24,-1.06,2.69,253.34,0.0,B2T1
918.0,612,2,76.0,0.0,0,4.0,18,0.0,0,2.0,147,0.0,180,0.0,0,-0.1,-0.79,-0.17,0.81,231.86,0.0,B2T1
918.0,612,2,77.0,2.0,100,2.0,28,0.0,0,3.0,195,1.0,111,0.0,0,-0.44,1.45,2.21,2.68,257.92,0.0,B2T1
